Compound	H	C	N	O	P	S	Cl	Co	Se
"3,4-Dihydroxyphenylethyleneglycol_C8H10O4_170.057999"	10	48	0	32	0	0	0	0	0
"3,4-Dihydroxymandelaldehyde_C8H8O4_168.042297"	8	48	0	32	0	0	0	0	0
"5,6-Dihydroxyindole_C8H7NO2_149.047699"	7	48	7	16	0	0	0	0	0
"Indole-5,6-quinone_C8H5NO2_147.031998"	5	48	7	16	0	0	0	0	0
"3,4-Dihydroxymandelate_C8H8O5_184.037201"	8	48	0	40	0	0	0	0	0
3-Methoxy-4-hydroxyphenylacetaldehyde_C9H10O3_166.063004	10	54	0	24	0	0	0	0	0
Homovanillate_C9H10O4_182.057907	10	54	0	32	0	0	0	0	0
3-Methoxy-4-hydroxyphenylglycolaldehyde_C9H10O4_182.057907	10	54	0	32	0	0	0	0	0
3-Methoxy-4-hydroxymandelate_C9H10O5_198.052902	10	54	0	40	0	0	0	0	0
Gentisate+aldehyde_C7H6O3_138.031693	6	42	0	24	0	0	0	0	0
3-Methoxytyramine_C9H13NO2_167.094604	13	54	7	16	0	0	0	0	0
L-Metanephrine_C10H15NO3_197.105194	15	60	7	24	0	0	0	0	0
L-Normetanephrine_C9H13NO3_183.089600	13	54	7	24	0	0	0	0	0
3-Hydroxyphenylacetate_C8H8O3_152.047394	8	48	0	24	0	0	0	0	0
3-Methoxy-4-hydroxyphenylethyleneglycol_C9H12O4_184.073593	12	54	0	32	0	0	0	0	0
4-Hydroxyphenylacetylglutamine_C13H15NO6_281.089996	15	78	7	48	0	0	0	0	0
4-Hydroxyphenylacetylglycine_C10H11NO4_209.068802	11	60	7	32	0	0	0	0	0
Phenylacetylglycine_C10H11NO3_193.073898	11	60	7	24	0	0	0	0	0
"2-Hydroxyhepta-2,4-dienedioate_C7H8O5_172.037201"	8	42	0	40	0	0	0	0	0
4-Hydroxy-2-oxo-heptanedioate_C7H10O6_190.047806	10	42	0	48	0	0	0	0	0
"2-Carboxy-2,3-dihydro-5,6-dihydroxyindole_C9H9NO4_195.053207"	9	54	7	32	0	0	0	0	0
Phenyllactate_C9H10O3_166.063004	10	54	0	24	0	0	0	0	0
3-O-Methylgallate_C8H8O5_184.037201	8	48	0	40	0	0	0	0	0
3-Chlorocatechol_C6H5ClO2_143.997803	5	36	0	16	0	0	17	0	0
N-Acetyl-D-phenylalanine_C11H13NO3_207.089600	13	66	7	24	0	0	0	0	0
Phenylpropanoate_C9H10O2_150.068100	10	54	0	16	0	0	0	0	0
5-Hydroxyindoleacetaldehyde_C10H9NO2_175.063293	9	60	7	16	0	0	0	0	0
5-Hydroxyindoleacetate_C10H9NO3_191.058304	9	60	7	24	0	0	0	0	0
3-Hydroxykynurenamine_C9H12N2O2_180.089905	12	54	14	16	0	0	0	0	0
"4,8-Dihydroxyquinoline_C9H7NO2_161.047699"	7	54	7	16	0	0	0	0	0
5-Hydroxykynurenamine_C9H12N2O2_180.089905	12	54	14	16	0	0	0	0	0
"4,6-Dihydroxyquinoline_C9H7NO2_161.047699"	7	54	7	16	0	0	0	0	0
Cinnavalininate_C14H8N2O6_300.038208	8	84	14	48	0	0	0	0	0
"5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate_C10H7NO7_253.022293"	7	60	7	56	0	0	0	0	0
Formyl-N-acetyl-5-methoxykynurenamine_C13H16N2O4_264.110992	16	78	14	32	0	0	0	0	0
6-Hydroxymelatonin_C13H16N2O3_248.116104	16	78	14	24	0	0	0	0	0
3-Methylindolepyruvate_C12H11NO3_217.073898	11	72	7	24	0	0	0	0	0
"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate_C10H9NO5_223.048096"	9	60	7	40	0	0	0	0	0
5-Hydroxyindolepyruvate_C11H9NO4_219.053207	9	66	7	32	0	0	0	0	0
Formyl-5-hydroxykynurenamine_C10H12N2O3_208.084793	12	60	14	24	0	0	0	0	0
5-Hydroxy-N-formylkynurenine_C11H12N2O5_252.074600	12	66	14	40	0	0	0	0	0
5-Hydroxykynurenine_C10H12N2O4_224.079697	12	60	14	32	0	0	0	0	0
"4-(2-Amino-5-hydroxyphenyl)-2,4-dioxobutanoate_C10H9NO5_223.048096"	9	60	7	40	0	0	0	0	0
Formylanthranilate_C8H7NO3_165.042603	7	48	7	24	0	0	0	0	0
"5-(2'-Formylethyl)-4,6-dihydroxypicolinate_C9H9NO5_211.048096"	9	54	7	40	0	0	0	0	0
"5-(2'-Carboxyethyl)-4,6-dihydroxypicolinate_C9H9NO6_227.042999"	9	54	7	48	0	0	0	0	0
"5-(3'-Carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate_C10H9NO7_255.037903"	9	60	7	56	0	0	0	0	0
6-Hydroxyindolelactate_C11H11NO4_221.068802	11	66	7	32	0	0	0	0	0
Indoxyl_C8H7NO_133.052795	7	48	7	8	0	0	0	0	0
5-Methoxytryptamine_C11H14N2O_190.110596	14	66	14	8	0	0	0	0	0
5-Methoxyindoleacetate_C11H11NO3_205.073898	11	66	7	24	0	0	0	0	0
6-Hydroxykynurenate_C10H7NO4_205.037506	7	60	7	32	0	0	0	0	0
beta-Aminopropion+aldehyde_C3H7NO_73.052803	7	18	7	8	0	0	0	0	0
3-Hydroxypropionyl-CoA_C24H40N7O18P3S_839.136230	40	144	49	144	45	16	0	0	0
beta-Nitropropanoate_C3H5NO4_119.021896	5	18	7	32	0	0	0	0	0
beta-Aminopropionitrile_C3H6N2_70.053101	6	18	14	0	0	0	0	0	0
2-Amino-3-phosphonopropanoate_C3H8NO5P_169.014008	8	18	7	40	15	0	0	0	0
CMP-2-aminoethylphosphonate_C11H20N4O10P2_430.065399	20	66	28	80	30	0	0	0	0
CMP-N-trimethyl-2-aminoethylphosphonate_C14H27N4O10P2_473.120087	27	84	28	80	30	0	0	0	0
1-Hydroxy-2-aminoethylphosphonate_C2H8NO4P_141.019104	8	12	7	32	15	0	0	0	0
N-Monomethyl-2-aminoethylphosphonate_C3H10NO3P_139.039795	10	18	7	24	15	0	0	0	0
N-Dimethyl-2-aminoethylphosphonate_C4H12NO3P_153.055496	12	24	7	24	15	0	0	0	0
Ceramide+2-aminoethylphosphonate_C21H42N2O5PR_433.283112	42	126	14	40	15	0	0	0	0
Phosphonoacetate_C2H5O5P_139.987503	5	12	0	40	15	0	0	0	0
2-Aminoethylphosphocholate_C26H46NO7P_515.301086	46	156	7	56	15	0	0	0	0
Selenite_O3Se_127.901299	0	0	0	24	0	0	0	0	34
Adenylylselenate_C10H14N5O10PSe_474.964203	14	60	35	80	15	0	0	0	34
Selenocysteine_C3H7NO2Se_168.964203	7	18	7	16	0	0	0	0	34
Se-Methylselenocysteine_C4H9NO2Se_182.979904	9	24	7	16	0	0	0	0	34
Se-Methylselenomethionine_C6H14NO2Se_212.018997	14	36	7	16	0	0	0	0	34
Se-Adenosylselenomethionine_C15H24N6O5Se_448.097290	24	90	42	40	0	0	0	0	34
Se-Adenosylselenohomocysteine_C14H20N6O5Se_432.066010	20	84	42	40	0	0	0	0	34
gamma-Glutamyl-Se-methylselenocysteine_C9H16N2O5Se_312.022400	16	54	14	40	0	0	0	0	34
3'-Phosphoadenylylselenate_C10H16N5O13P2Se_555.938416	16	60	35	104	30	0	0	0	34
Selenate_H2O4Se_145.911804	2	0	0	32	0	0	0	0	34
Selenohomocysteine_C4H9NO2Se_182.979904	9	24	7	16	0	0	0	0	34
Selenocystathionine_C7H14N2O4Se_270.011902	14	42	14	32	0	0	0	0	34
Methaneselenol_CH4Se_95.947800	4	6	0	0	0	0	0	0	34
Selenocystine_C6H12N2O4Se2_335.912811	12	36	14	32	0	0	0	0	68
Selenocysteine+selenate_C3H7NO4Se_200.953995	7	18	7	32	0	0	0	0	34
Se-Propenylselenocysteine+se-oxide_C6H11NO3Se_224.990402	11	36	7	24	0	0	0	0	34
Selenohomocystine_C8H16N2O4Se2_363.944000	16	48	14	32	0	0	0	0	68
Selenomethionine+se-oxide_C5H11NO3Se_212.990402	11	30	7	24	0	0	0	0	34
gamma-Glutamyl-beta-cyanoalanine_C9H13N3O5_243.085495	13	54	21	40	0	0	0	0	0
alpha-Aminopropiononitrile_C3H6N2_70.053101	6	18	14	0	0	0	0	0	0
gamma-Amino-gamma-cyanobutanoate_C5H8N2O2_128.058594	8	30	14	16	0	0	0	0	0
alpha-Amino-gamma-cyanobutanoate_C5H8N2O2_128.058594	8	30	14	16	0	0	0	0	0
Glutathionylspermidine_C17H34N6O5S_434.231201	34	102	42	40	0	16	0	0	0
3-Ketosucrose_C12H20O11_340.100494	20	72	0	88	0	0	0	0	0
Uroporphyrinogen+I_C40H44N4O16_836.275085	44	240	28	128	0	0	0	0	0
Uroporphyrin+I_C40H38N4O16_830.228088	38	240	28	128	0	0	0	0	0
Coproporphyrinogen+I_C36H44N4O8_660.315796	44	216	28	64	0	0	0	0	0
Coproporphyrin+I_C36H38N4O8_654.268799	38	216	28	64	0	0	0	0	0
Coproporphyrin+III_C36H38N4O8_654.268799	38	216	28	64	0	0	0	0	0
1-Aminopropan-2-ol_C3H9NO_75.068398	9	18	7	8	0	0	0	0	0
Precorrin+3A_C43H50N4O16_878.322083	50	258	28	128	0	0	0	0	0
Cobyrinate_C45H59CoN4O14_938.336121	59	270	28	112	0	0	0	27	0
alpha-Ribazole_C14H18N2O4_278.126587	18	84	14	32	0	0	0	0	0
Coenzyme+F430_C41H51N6NiO13_893.286682	51	246	42	104	0	0	0	0	0
Sirohydrochlorin_C42H46N4O16_862.290771	46	252	28	128	0	0	0	0	0
(3Z)-Phycocyanobilin_C33H38N4O6_586.279114	38	198	28	48	0	0	0	0	0
Bilirubin+beta-diglucuronide_C45H52N4O18_936.327698	52	270	28	144	0	0	0	0	0
L-Urobilinogen_C33H48N4O6_596.357300	48	198	28	48	0	0	0	0	0
I-Urobilinogen_C33H44N4O6_592.326111	44	198	28	48	0	0	0	0	0
D-Urobilinogen_C33H42N4O6_590.310425	42	198	28	48	0	0	0	0	0
L-Urobilin_C33H46N4O6_594.341614	46	198	28	48	0	0	0	0	0
I-Urobilin_C33H42N4O6_590.310425	42	198	28	48	0	0	0	0	0
D-Urobilin_C33H40N4O6_588.294678	40	198	28	48	0	0	0	0	0
Pheophytins_C56H76N4O6_900.576477	76	336	28	48	0	0	0	0	0
Bacterio-pheophytins_C56H78N4O6_902.592285	78	336	28	48	0	0	0	0	0
3'-CMP_C9H14N3O8P_323.051788	14	54	21	64	15	0	0	0	0
3-Mercaptolactate_C3H5O3S_120.995903	5	18	0	24	0	16	0	0	0
S-Sulfo-L-cysteine_C3H7NO5S2_200.976593	7	18	7	40	0	32	0	0	0
2-Amino-5-oxohexanoate_C6H11NO3_145.073898	11	36	7	24	0	0	0	0	0
Methylimidazole+acetaldehyde_C6H8N2O_124.063698	8	36	14	8	0	0	0	0	0
Methylimidazoleacetic+acid_C6H8N2O2_140.058594	8	36	14	16	0	0	0	0	0
N-Carbamyl-L-glutamate_C6H10N2O5_190.059006	10	36	14	40	0	0	0	0	0
8-Methoxykynurenate_C11H9NO4_219.053207	9	66	7	32	0	0	0	0	0
3-Methoxyanthranilate_C8H9NO3_167.058197	9	48	7	24	0	0	0	0	0
5-Hydroxyindoleacetylglycine_C12H12N2O4_248.079697	12	72	14	32	0	0	0	0	0
3-Methyldioxyindole_C9H9NO2_163.063293	9	54	7	16	0	0	0	0	0
2-Formaminobenzoylacetate_C10H9NO4_207.053207	9	60	7	32	0	0	0	0	0
Indole-3-acetaldoxime_C10H10N2O_174.079300	10	60	14	8	0	0	0	0	0
Glucobrassicin_C16H20N2O9S2_448.060913	20	96	14	72	0	32	0	0	0
Iminoaspartate_C4H5NO4_131.021896	5	24	7	32	0	0	0	0	0
Nicotinate+D-ribonucleoside_C11H14NO6_256.082214	14	66	7	48	0	0	0	0	0
N1-Methyl-2-pyridone-5-carboxamide_C7H8N2O2_152.058594	8	42	14	16	0	0	0	0	0
N1-Methyl-4-pyridone-5-carboxamide_C7H8N2O2_152.058594	8	42	14	16	0	0	0	0	0
5-L-Glutamyl-taurine_C7H14N2O6S_254.057297	14	42	14	48	0	16	0	0	0
Phenylethyl+alcohol_C8H10O_122.073196	10	48	0	8	0	0	0	0	0
4-Carboxy-2-oxo-4-pentanoate_C6H6O5_158.021500	6	36	0	40	0	0	0	0	0
Thiamine+aldehyde_C12H15N4OS_263.096588	15	72	28	8	0	16	0	0	0
(3Z)-Phycoerythrobilin_C33H38N4O6_586.279114	38	198	28	48	0	0	0	0	0
(3Z)-Phytochromobilin_C33H36N4O6_584.263428	36	198	28	48	0	0	0	0	0
Bathorhodopsin_C20H28R_268.219086	28	120	0	0	0	0	0	0	0
Lumirhodopsin_C20H28R_268.219086	28	120	0	0	0	0	0	0	0
Metarhodopsin_C20H28R_268.219086	28	120	0	0	0	0	0	0	0
Iodopsin_C20H28R_268.219086	28	120	0	0	0	0	0	0	0
all-trans-Dehydroretinal_C20H26O_282.198395	26	120	0	8	0	0	0	0	0
11-cis-Dehydroretinal_C20H26O_282.198395	26	120	0	8	0	0	0	0	0
Porphyropsin_C20H26R_266.203491	26	120	0	0	0	0	0	0	0
Biotinyl-5'-AMP_C20H28N7O9PS_573.140625	28	120	49	72	15	16	0	0	0
N-Succinyl-L-glutamate_C9H13NO7_247.069199	13	54	7	56	0	0	0	0	0
N-Succinyl-L-glutamate+5-semialdehyde_C9H13NO6_231.074295	13	54	7	48	0	0	0	0	0
N-(omega)-Hydroxyarginine_C6H14N4O3_190.106598	14	36	28	24	0	0	0	0	0
2-Oxoarginine_C6H11N3O3_173.080002	11	36	21	24	0	0	0	0	0
N4-Acetylaminobutanal_C6H11NO2_129.078995	11	36	7	16	0	0	0	0	0
L-4-Hydroxyglutamate+semialdehyde_C5H9NO4_147.053207	9	30	7	32	0	0	0	0	0
Linatine_C10H17N3O5_259.116913	17	60	21	40	0	0	0	0	0
2-Oxo-4-hydroxy-5-aminovalerate_C5H9NO4_147.053207	9	30	7	32	0	0	0	0	0
Pyrrole-2-carboxylate_C5H5NO2_111.031998	5	30	7	16	0	0	0	0	0
L-Arginine+phosphate_C6H15N4O5P_254.078003	15	36	28	40	15	0	0	0	0
D-4-Hydroxy-2-oxoglutarate_C5H6O6_162.016403	6	30	0	48	0	0	0	0	0
L-erythro-4-Hydroxyglutamate_C5H9NO5_163.048096	9	30	7	40	0	0	0	0	0
12-Keto-leukotriene+B4_C20H30O4_334.214386	30	120	0	32	0	0	0	0	0
20-COOH-Leukotriene+B4_C20H30O6_366.204193	30	120	0	48	0	0	0	0	0
Leukotriene+D4_C25H40N2O6S_496.260590	40	150	14	48	0	16	0	0	0
Leukotriene+E4_C23H37NO5S_439.239197	37	138	7	40	0	16	0	0	0
Prostaglandin+A2_C20H30O4_334.214386	30	120	0	32	0	0	0	0	0
Prostaglandin+B2_C20H30O4_334.214386	30	120	0	32	0	0	0	0	0
Prostaglandin+C2_C20H30O4_334.214386	30	120	0	32	0	0	0	0	0
Prostaglandin+G2_C20H32O6_368.219910	32	120	0	48	0	0	0	0	0
Prostaglandin+J2_C20H30O4_334.214386	30	120	0	32	0	0	0	0	0
delta-12-Prostaglandin+J2_C20H30O4_334.214386	30	120	0	32	0	0	0	0	0
11-epi-Prostaglandin+F2alpha_C20H34O5_354.240601	34	120	0	40	0	0	0	0	0
15-Keto-prostaglandin+F2alpha_C20H32O5_352.225006	32	120	0	40	0	0	0	0	0
6-Keto-prostaglandin+F1alpha_C20H34O6_370.235596	34	120	0	48	0	0	0	0	0
6-Keto-prostaglandin+E1_C20H32O6_368.219910	32	120	0	48	0	0	0	0	0
Thromboxane+B2_C20H34O6_370.235504	34	120	0	48	0	0	0	0	0
11-Dehydro-thromboxane+B2_C20H32O6_368.219910	32	120	0	48	0	0	0	0	0
12(S)-HPETE_C20H32O4_336.230011	32	120	0	32	0	0	0	0	0
15(S)-HPETE_C20H32O4_336.230103	32	120	0	32	0	0	0	0	0
2-Acyl-sn-glycero-3-phosphoethanolamine_C6H13NO7PR_242.042999	13	36	7	56	15	0	0	0	0
2-Acyl-sn-glycero-3-phosphoserine_C8H13NO10PR_314.027710	13	48	7	80	15	0	0	0	0
Propane-1-ol_C3H8O_60.057499	8	18	0	8	0	0	0	0	0
Propinol+adenylate_C13H18N5O8P_403.089203	18	78	35	64	15	0	0	0	0
2-Hydroxybutanoic+acid_C4H8O3_104.047302	8	24	0	24	0	0	0	0	0
2-Propyn-1-al_C3H2O_54.010601	2	18	0	8	0	0	0	0	0
2-Propyn-1-ol_C3H4O_56.026199	4	18	0	8	0	0	0	0	0
3-Oxopropionyl-CoA_C24H38N7O18P3S_837.120728	38	144	49	144	45	16	0	0	0
Acetyl+adenylate_C12H16N5O8P_389.073486	16	72	35	64	15	0	0	0	0
2-Propylmalate_C7H12O5_176.068497	12	42	0	40	0	0	0	0	0
7-Hydroxy-6-methyl-8-ribityl+lumazine_C12H16N4O7_328.101807	16	72	28	56	0	0	0	0	0
3-Hydroxyisovaleryl-CoA_C26H44N7O18P3S_867.167480	44	156	49	144	45	16	0	0	0
Lactaldehyde_C3H6O2_74.036797	6	18	0	16	0	0	0	0	0
(S)-3-Hydroxyisobutyryl-CoA_C25H42N7O18P3S_853.151917	42	150	49	144	45	16	0	0	0
(S)-3-Hydroxyisobutyrate_C4H8O3_104.047302	8	24	0	24	0	0	0	0	0
dTDP-D-glucuronate_C16H24N2O17P2_578.054810	24	96	14	136	30	0	0	0	0
"dTDP-4-acetamido-4,6-dideoxy-D-glucose_C18H29N3O15P2_589.107178"	29	108	21	120	30	0	0	0	0
D-arabino-3-Hexulose+6-phosphate_C6H13O9P_260.029785	13	36	0	72	15	0	0	0	0
L-erythro-3-Methylmalyl-CoA_C26H42N7O20P3S_897.141907	42	156	49	160	45	16	0	0	0
Mesaconyl-CoA_C26H40N7O19P3S_879.131287	40	156	49	152	45	16	0	0	0
L-threo-3-Methylmalate_C5H8O5_148.037201	8	30	0	40	0	0	0	0	0
Methyloxaloacetate_C5H6O5_146.021500	6	30	0	40	0	0	0	0	0
D-threo-3-Methylmalate_C5H8O5_148.037201	8	30	0	40	0	0	0	0	0
Parapyruvate_C6H8O6_176.032104	8	36	0	48	0	0	0	0	0
4-Hydroxy-4-methylglutamate_C6H11NO5_177.063705	11	36	7	40	0	0	0	0	0
4-Methylene-2-oxoglutarate_C6H6O5_158.021500	6	36	0	40	0	0	0	0	0
4-Hydroxyphenylethanol_C8H10O2_138.068100	10	48	0	16	0	0	0	0	0
3-Methoxy-4-hydroxyphenylacetate_C9H10O4_182.057907	10	54	0	32	0	0	0	0	0
Salidroside_C14H20O7_300.120911	20	84	0	56	0	0	0	0	0
Stizolobate_C9H9NO6_227.042999	9	54	7	48	0	0	0	0	0
Stizolobinate_C9H9NO6_227.042999	9	54	7	48	0	0	0	0	0
N-Formylderivatives_CH2NOR_44.013599	2	6	7	8	0	0	0	0	0
2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate_C8H7NO4_181.037506	7	48	7	32	0	0	0	0	0
Isopyridoxal_C8H9NO3_167.058304	9	48	7	24	0	0	0	0	0
5-Pyridoxolactone_C8H7NO3_165.042603	7	48	7	24	0	0	0	0	0
2-Oxo-3-hydroxy-4-phosphobutanoate_C4H7O8P_213.987900	7	24	0	64	15	0	0	0	0
O-Phospho-4-hydroxy-L-threonine_C4H10NO7P_215.019501	10	24	7	56	15	0	0	0	0
4-Hydroxy-L-threonine_C4H9NO4_135.053207	9	24	7	32	0	0	0	0	0
Nitroalkane_NO2R_45.992901	0	0	7	16	0	0	0	0	0
Amidines_CH3N2R_43.029598	3	6	14	0	0	0	0	0	0
Ceramide+phosphoethanolamine_C21H42N2O6PR_449.278107	42	126	14	48	15	0	0	0	0
Adipate+semialdehyde_C6H10O3_130.063004	10	36	0	24	0	0	0	0	0
6-Hydroxyhexanoic+acid_C6H12O3_132.078598	12	36	0	24	0	0	0	0	0
Adipate_C6H10O4_146.057907	10	36	0	32	0	0	0	0	0
"Cyclohexan-1,2-dione_C6H8O2_112.052399"	8	36	0	16	0	0	0	0	0
gamma-Glutamyl-beta-aminopropiononitrile_C8H13N3O3_199.095703	13	48	21	24	0	0	0	0	0
Sphingosine+1-phosphate_C18H38NO5P_379.248688	38	108	7	40	15	0	0	0	0
Digalactosylceramide_C31H56NO13R_650.375000	56	186	7	104	0	0	0	0	0
GM4_C36H63N2O16R_779.417725	63	216	14	128	0	0	0	0	0
1-Butanol_C4H10O_74.073196	10	24	0	8	0	0	0	0	0
3-Butynoate_C4H4O2_84.021103	4	24	0	16	0	0	0	0	0
3-Butyn-1-al_C4H4O_68.026199	4	24	0	8	0	0	0	0	0
3-Butyn-1-ol_C4H6O_70.041901	6	24	0	8	0	0	0	0	0
alpha-D-Glucosamine+1-phosphate_C6H14NO8P_259.045685	14	36	7	64	15	0	0	0	0
S-Glutaryldihydrolipoamide_C13H23NO4S2_321.106812	23	78	7	32	0	32	0	0	0
2-Dehydro-3-deoxy-D-fuconate_C6H10O5_162.052795	10	36	0	40	0	0	0	0	0
ADP-mannose_C16H25N5O15P2_589.081970	25	96	35	120	30	0	0	0	0
Guanosine+3'-phosphate_C10H14N5O8P_363.058014	14	60	35	64	15	0	0	0	0
"2',3'-Cyclic+GMP_C10H12N5O7P_345.047485"	12	60	35	56	15	0	0	0	0
Imidazolone_C3H4N2O_84.032402	4	18	14	8	0	0	0	0	0
2'-Deoxyinosine+5'-phosphate_C10H13N4O7P_332.052185	13	60	28	56	15	0	0	0	0
"P1,P3-Bis(5'-adenosyl)+triphosphate_C20H27N10O16P3_756.081970"	27	120	70	128	45	0	0	0	0
"P1,P4-Bis(5'-uridyl)+tetraphosphate_C18H26N4O23P4_789.993774"	26	108	28	184	60	0	0	0	0
Hordenine_C10H15NO_165.115402	15	60	7	8	0	0	0	0	0
"2,4-Dihydroxyhept-2-enedioate_C7H10O6_190.047806"	10	42	0	48	0	0	0	0	0
Salicylaldehyde_C7H6O2_122.036797	6	42	0	16	0	0	0	0	0
trans-O-Hydroxybenzylidenepyruvate_C10H8O4_192.042297	8	60	0	32	0	0	0	0	0
2-Hydroxychromene-2-carboxylate_C10H8O4_192.042297	8	60	0	32	0	0	0	0	0
"1,2-Dihydronaphthalene-1,2-diol_C10H10O2_162.068100"	10	60	0	16	0	0	0	0	0
Benzoyl+phosphate_C7H7O5P_202.003098	7	42	0	40	15	0	0	0	0
"2,6-Dihydroxyphenylacetate_C8H8O4_168.042297"	8	48	0	32	0	0	0	0	0
"2-Hydroxy-6-keto-2,4-heptadienoate_C7H8O4_156.042297"	8	42	0	32	0	0	0	0	0
N-Methylserotonin_C11H14N2O_190.110596	14	66	14	8	0	0	0	0	0
N-Methyltryptamine_C11H14N2_174.115707	14	66	14	0	0	0	0	0	0
Celloheptaose_C42H72O36_1152.379761	72	252	0	288	0	0	0	0	0
Cellohexaose_C36H62O31_990.327209	62	216	0	248	0	0	0	0	0
Cellopentaose_C30H52O26_828.274414	52	180	0	208	0	0	0	0	0
Cellotriose_C18H32O16_504.168915	32	108	0	128	0	0	0	0	0
Ectoine_C6H10N2O2_142.074203	10	36	14	16	0	0	0	0	0
4-Methyl-L-glutamate_C6H11NO4_161.068802	11	36	7	32	0	0	0	0	0
UDP-N-acetyl-D-mannosaminouronate_C17H25N3O18P2_621.060730	25	102	21	144	30	0	0	0	0
N-Acetylneuraminate+9-phosphate_C11H20NO12P_389.072205	20	66	7	96	15	0	0	0	0
Galactitol+1-phosphate_C6H15O9P_262.045410	15	36	0	72	15	0	0	0	0
Lipoxin+A4_C20H32O5_352.225006	32	120	0	40	0	0	0	0	0
Lipoxin+B4_C20H32O5_352.224915	32	120	0	40	0	0	0	0	0
4-Hydroxy-3-methoxy-benzenemethanol_C8H10O3_154.063004	10	48	0	24	0	0	0	0	0
"(3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate_C8H8O6_200.032104"	8	48	0	48	0	0	0	0	0
Precorrin+6Y_C44H56N4O16_896.369019	56	264	28	128	0	0	0	0	0
Precorrin+6X_C44H54N4O16_894.353394	54	264	28	128	0	0	0	0	0
"1,6-Dihydroxy-cis-2,4-cyclohexadiene-1-carboxylic+acid_C7H8O4_156.042297"	8	42	0	32	0	0	0	0	0
"S-1,5-Cyclohexadiene-1-carboxylate+coenzymeA_C28H42N7O17P3S_873.156982"	42	168	49	136	45	16	0	0	0
"6-Chlorobenzene-1,2,4-triol_C6H5ClO3_159.992706"	5	36	0	24	0	0	17	0	0
2-Chloromaleylacetate_C6H5ClO5_191.982605	5	36	0	40	0	0	17	0	0
4-Aminobenzenesulfonate_C6H7NO3S_173.014694	7	36	7	24	0	16	0	0	0
Terephthalate_C8H6O4_166.026596	6	48	0	32	0	0	0	0	0
4-Chlorobenzoyl-CoA_C28H39ClN7O17P3S_905.102478	39	168	49	136	45	16	17	0	0
Hydrogenobyrinate_C45H60N4O14_880.410583	60	270	28	112	0	0	0	0	0
Precorrin+3B_C43H50N4O17_894.317078	50	258	28	136	0	0	0	0	0
Precorrin+4_C44H52N4O17_908.332703	52	264	28	136	0	0	0	0	0
Precorrin+8X_C45H60N4O14_880.410583	60	270	28	112	0	0	0	0	0
Precorrin+5_C45H54N4O17_922.348328	54	270	28	136	0	0	0	0	0
"(6Z,9Z,12Z)-Octadecatrienoic+acid_C18H30O2_278.224609"	30	108	0	16	0	0	0	0	0
D-Galacturonolactone_C6H8O6_176.032104	8	36	0	48	0	0	0	0	0
5'-Benzoylphosphoadenosine_C17H18N5O8P_451.089111	18	102	35	64	15	0	0	0	0
5'-Butyrylphosphoinosine_C14H19N4O9P_418.088898	19	84	28	72	15	0	0	0	0
N-gamma-Acetyldiaminobutyrate_C6H12N2O3_160.084793	12	36	14	24	0	0	0	0	0
2-Hydroxyethylphosphonate_C2H7O4P_126.008202	7	12	0	32	15	0	0	0	0
2-Hydroxypropylphosphonate_C3H9O4P_140.023895	9	18	0	32	15	0	0	0	0
Phosphonomycin_C3H7O4P_138.008194	7	18	0	32	15	0	0	0	0
Hydroxymethylphosphonate_CH5O4P_111.992599	5	6	0	32	15	0	0	0	0
Phosphonoformate_CH3O5P_125.971802	3	6	0	40	15	0	0	0	0
Bialaphos_C11H22N3O6P_323.124603	22	66	21	48	15	0	0	0	0
N-Trimethyl-2-aminoethylphosphonate_C5H15NO3P_168.078995	15	30	7	24	15	0	0	0	0
Leukotriene+F4_C28H44N2O8S_568.281677	44	168	14	64	0	16	0	0	0
"Hydrogenobyrinate+a,c+diamide_C45H62N6O12_878.442627"	62	270	42	96	0	0	0	0	0
"Cob(II)yrinate+a,c+diamide_C45H61CoN6O12_936.367981"	61	270	42	96	0	0	0	27	0
"Cob(I)yrinate+a,c+diamide_C45H64CoN6O12_939.391418"	64	270	42	96	0	0	0	27	0
"Adenosyl+cobyrinate+a,c+diamide_C55H76CoN11O15_1189.485107"	76	330	77	120	0	0	0	27	0
Adenosyl+cobyrinate+hexaamide_C55H80CoN15O11_1185.548828	80	330	105	88	0	0	0	27	0
Adenosyl+cobinamide_C58H87CoN16O11_1242.606689	87	348	112	88	0	0	0	27	0
Adenosyl+cobinamide+phosphate_C58H88CoN16O14P_1322.572876	88	348	112	112	15	0	0	27	0
Adenosine-GDP-cobinamide_C68H100CoN21O21P2_1667.619507	100	408	147	168	30	0	0	27	0
Ethylene_C2H4_28.031300	4	12	0	0	0	0	0	0	0
Ethylene+oxide_C2H4O_44.026199	4	12	0	8	0	0	0	0	0
Atrazine_C8H14ClN5_215.093796	14	48	35	0	0	0	17	0	0
Hydroxyatrazine_C8H15N5O_197.127594	15	48	35	8	0	0	0	0	0
N-Isopropylammelide_C6H10N4O2_170.080399	10	36	28	16	0	0	0	0	0
